Text,Label
'@ZeeNews Jio जिन्दाबाद,0
"""अल्लाह ताला आप को रह दुख दर्द से मुबर्रा कद दे अल्लाह ता'अला आप को खुशहाल सलामती वाली जिंदगी दे  आमीन",1
'@AWjamalfc अल्लाह ताला इस खुदा के बंदे को 36 हूर दे...क्यूंकि ये जंग जीत नहीं पाया पर कोशिश के लिए आधी तो मिलनी चाहिए,1
'@007MalikM @javedSiddiqui0 @SalmanPolitical @007Dilnawaz माशाअल्लाह,1
'धोनी के लिए राष्ट्रीय कर्तव्य से बढ़कर कुछ नहीं  क्रिकेट से संन्यास के बाद अब सेना में दे सकते हैं अपनी सेवा,0
'@BhaavnaArora कद महत्त्व नहीं रखता  जिहादी सोच ही प्राथमिकता होती है,2
'@Amiti14 अमिति पांडे जी जिंदाबाद,0
'आप तमाम हजरात को  आलमे इस्लाम का नया साल मुबारक हो  1442 हिजरी  🕋🕋🕋 #Happy_New_Year,1
'क्या हुआ जो चारा खाकर  लालू पहुंचे जेल  तेजु भैया रोजगार देंगे   भले है नौवीं फेल 🤘 तेजू भैया जिंदाबाद,0
'@RAIESAH93933369 @WasiuddinSiddi1 बेशक आमीन,1
'सियासत तेरा खेल निराला.. शेर के आसन पर जयचंदो ने गीदड़ बिठा डाला..! @MukeshBhakar_ जिंदाबाद ll,0
'#सिर्द्धार्थ पीठानी #दीपेश सावंत #नीरज सिंह #सुशांत_सिंह_राजपूत मौत के समय ये लोग थे। इनके बयान मेल नही खा रहे हैं।,0
"'एक बात तो पक्की है भाई सुशांत सिंह राजपूत की मौत ""आत्महत्या"" नहीं बल्कि ""हत्या"" है! #JusticeforSushantSingRajput",0
'आलमे  इस्लाम  को  इस्लामी नय साल की तह दिल से मुबारकबाद🌹  1442/ हिजरी,1
'@srinivasiyc सहमत जिंदाबाद,0
'@ashutosh83B @BJP4India @INCIndia @SatyaHindi @SanjayAzadSln @AamAadmiParty @manojkjhadu @sardanarohit @sardesairajdeep लड़ने से पहले गला कटवा लो । ,0
'@nair_hena जिस विग्रह को इसलाम और ईसाइ  पत्थर कहते हैं उस ही पत्थर में भगवान अपने  पॄभाव से जीवों को आनन्द बाँट रहे है ।,0
'@thewittydoctor और उसपे उनको निब्बों द्वारा ज्ञान देना 😂😂 सुभानअल्लाह,1
'@WasiuddinSiddi1 माशा अल्लाह बहुत ही खूबसूरत,1
'@ZeeNews @aditi_tyagi देखिये धोनी का लाजवाब क्रिकेट कैरियर सिर्फ धोनी फैन के लिए,0
'#WeLovePmModi  @narendramodi जिंदाबाद,0
'Human chain नकली जिहादी बचाने का नाटक करते वीडियो बना के जल्दी से अपलोड करें दंगा अच्छा लगने लगेगा,2
'# जेहादी मुसलमान समुदाय है,2
'@SrBachchan जैसे #सुशांत_सिंह_राजपूत के साथ हुआ❓,0
'@sambitswaraj हम अपने छत पे कटोरे में पानी  रखते हैं और कुछ खाने के दाने रखते हैं पंछीयो के लिये हम जिहादि थोड़े है जो इटा पाथर रखेगे 🙏,2
'@Farheen___786 अल्लाह ताला उन्हें जन्नत में आला से आला मक़ाम अता फरमाए,1
'@mirzafaheem54 जिन्दाबाद,0
'आईसीसी की तीनों खिताब जीतने वाले दुनिया के इकलौते कप्तान महेंद्र सिंह धोनी ने क्रिकेट को कहा अलविदा,0
'भारतीय क्रिकेट टीम के ओपनर बल्लेबाज रोहित शर्मा को खेल रत्न पुरस्कार प्राप्त करने की बहुत बहुत बधाई..💐#हिट मैन,0
'बैंगलोर पर बोल जिहादी,2
'#WelcomeBackAmitShah जिहादी your अब्बा is बैक,2
'@AshhadAzmi07 @BeingSalmanKhan @SujauddinGazi04 @aftabkhan013 @tauqueer_sidd सुभान अल्लाह ❤️❤️❤️👌,1
'# जेहादी बालीवुड गैंग,2
'@NashiKhan001 माशा अल्लाह,1
'@MajorPoonia जेहादी साला राहत,2
'Rt &amp  tag dumb @IndiaToday  #सुशांत_सिंह_राजपूत_की_6_फ़ीट_लम्बाई,0
'राहुल प्रियंका गांधी सेना जिंदाबाद,0
'#अमित्तभबच्चान ने #सुशांत_सिंह_राजपूत के मामलों में चुप्पी साधे हुए हैं।,0
'अस्सलाम वालेकुम  व रहमतुल्लाह व बरकातहू  जुम्मा मुबारक 💐💐💐💐💐💐🌹🌹🌹🌹🌹🌹💐,1
'स्मरण रखना सहरसा सदर थाना प्रभारी........!  सच कहना अगर बगावत है तब समझो हम भी बागी है!  इंकलाब जिंदाबाद  #I_Stand_with_Manish_Kumar,0
'@GouriDash57 @LiveLawIndia @khajasyed29 @pbhushan1 @Tehelka ओ चाचा शांति शांति....अभी संविधान जिन्दाबाद है । मनुस्मृती नही लागु हुई है ।,0
'वाह जिंदगी में ऐसा ऐसा भी होता है माशा अल्लाह किया मंजर है बेशक मौत जगह और समय पर आता है,1
'@vinodkapri नहीं तू सिर्फ एक जिहादी चु#$%या है और वो ही रहेगा।,2
'@FansClubHamid @imranbunty86 @Raziya_0786 @affu_01 @Rizvi_sayed110 @AIMIMZuberMemon @OsamaShaikhIND @kashaf512 माशा अल्लाह,1
'@Irfangu25073207 बेशक सबसे पहले इस्लाम धर्म आया है,1
'चलो भाईचारा बढ़ाते हैं। थोड़ा आधुनिक भी हो जाते हैं। क्या रखा है मंदिर मस्जिद में  जामा मस्जिद तोड़ कर अस्पताल बनाते हैं। ,2
'@yadavakhilesh रक्षाबंधन दिवाली दशहरा होली को भूल जाने वाले लोग गणेश चतुर्थी को मानते हैं मोदी है तो मुमकिन है,0
'सुशांत सिंह राजपूत का पोस्टमार्टम करने वाले डॉक्टर CBI के सवालों का जवाब नहीं दे पा रहे हैं लगता है इस केस में यह डॉक्टर भी जेल जाएंगे,0
'@Chandsiddiqui76 @ShagufaPKhan @HaseenIshrat @Faisalimam_1 @5q_zk @H6z8S अल्लाह हू अकबर,1
'या अल्लाह बिस्मिल्लाह,1
'@JM_Scindia भारतीय जनता पार्टी जिंदाबाद,0
'कमलेश तिवारी के हत्यारों को तुरंत फांसी पर टांग दिया होता तो जिहादी सोच पर लगाम लगती।,2
'@khangirl_123 बोला न भिखारी भी भीख नही देगा अल्लाह हाफिज गुड नाईट 🤣,0
'आलमे इस्लाम को इस्लामी नया साल (1442 हि.) बहुत बहुत मुबारक हो 💐💐  #HappyIslamicNewYear #1442Hijriah,1
'@AyeshaF2468 @Rofl_RavishNDTV माशा अल्लाह बहुत खूब कहा आपने,1
'मत गुजरना रमजान के वक्त किसी मस्जिद के पास से....  लोग तुम्हें चांद समझ कर कहीं रोजा न तोड दे...☺☺,0
'@sardanarohit @shalabhmani जेहादी एजेंडा को एक्सपोज करने वाले श्रीमान सरदाना जी को नमस्कार्ं 🙏,2
'अल्लाह के घर देर है अंधेर नहीं..!!  वाकई सबर का फल मीठा होता है माशा अल्लाह यह खुशखबरी भी सुनने को मिल ही गई😍😍😍,1
'@SunilRose9 @mlkhattar @cmohry @BJP4Haryana आशा है दीवाली से पहले सरकार टी.जी.टी इंगलिश की भर्ती पूरी कर देगी।,0
'जय महाकाल सुशांत सिंह राजपूत हम आपको ऐसे याद करते रहेंगे दिल में बसा के रखते हैं,0
'स्टूडेंट यूनियन ज़िन्दाबाद  #MODIJI_HELPJEENEET  #postponeNEETandJEE  #AntiStudentModiGovt,0
'@nishantchat फिर हिन्दू आतंकवादी कैसे हो गया ?? ... और जेहादी का धर्म कैसे नहीं है ... ???,2
'अर्ज़ किया है  :-   क्रिकेट मैचेस  में सबसे अच्छी कमेंट्री करता है आकाश चोपड़ा  . कोरोनावायरस की मां का  **ड़ा 😂😂😂😂😂😂😂😂😂,0
'#जेहादी_ममता का किन्ही 2 सुंदर शब्दों में बखान करे  बखान मनमोहक होना चाहिए,2
'@pareektweets इसलिए चेन बनी हैं की इनको पता है कि मंदिर को कुछ हुआ तो इनकी चा मोद दी जाएगी... जेहादी कहीं के,2
'@VintageMuVyz जो इंसान खुद जिहादी बीमारी से जूज रहा हो उससे उम्मीद भी क्या कर सकते है।,2
'मोहम्मद सल्लल्लाहु अलैहि वसल्लम ने फ़रमाया कि वह व्यक्ति जन्नत में नहीं जाएगा जिससे उसका पड़ोसी खुश ना हो।#AhmadiYouth,1
"'ताज्जुब है  वो ""खुदा हाफ़िज़"" भी कहती है तो उनके लबों पे मेरा नाम होता है..!",1
'@DoctorRicha_IND अगर कोई जीहादी सुअर सर कलम करने की धमकी दे तो उससे पहले ही उसका सर कलम कर देना चाहिए,2
'इस्लामिक नया साल 1442 हिजरी मुबारक हो ❤💐 #HappyNewYear,1
'@Heer66532121 माशा अल्लाह,1
'@ShakilRazaQadr1 माशा अल्लाह,1
'ऐ अल्लाह! इमाम हुसैन अलैहिस्सलाम के सारे ज़िंदा-मुर्दा दुश्मनों  को अपनी रहमत से दूर कर दे। (आमीन) #TheMessageOfKarbala,1
'@ATcNqX6gQ4TVm7O प्रदेश अध्यक्ष कमलेश यादव जिंदाबाद जिंदाबाद,0
'इस्लामिक नया साल 1442 हिजरी   आप सभी को मुहर्रम इस्लामिक नए साल की मुबारकबाद।। #IslamicNewYear,1
'जिहादी को मिटा दो हिंदू राष्ट्र घोषित करो। हम बनाएंगे जिहादी जलायेंगे।,2
'@AcharyaPramodk माशा अल्लाह बहुत खूब लिखा है,1
'तमाम बिरादराने इस्लाम को नया साल मुबारक 1442 हिजरी अल्लाह सुबहानहु व तआला हम सब पर रहम़तों की बारिश बरसाए आमीन 💚❤️,1
'@Prakash58998721 @_sabanaqvi सही जवाब दिया 👌👌 हा इस जाहिल के हिसाब से यही होगा क्योकि जेहादी एजेंडा जो है इनके दिमाग में,2
'@LambaAlka अंतोनियो पागल खानदान जेहादी फिरोज खान पप्पू मंदबुद्धि बालक नासूर खानदान देश द्रोह करती रहे,2
'@filmfare एक और जेहादी आ जायेगा,2
'बेशक  माशा अल्लाह ❤️,1
'@neerajbisht1989 @NaveenNautiyal_ चमचे सारे जेहादी हो गए,2
'@007AliSohrab @Amul_Coop कोई हिन्दू नफरत फैलाये तो देशभक्त और कोई मुस्लिम गलत चीज़ का विरोध करे तो आतंकवादी   मेरा जूता कहा है बे,1
'@ZafarIq99110696 @BhartiChauhanSP @yadavakhilesh लेकिन तुम्हारा नाम पढ़कर ही लगता है जेहादी आतंकी गद्दार भोसडीके,2
'जो जिहादी है वो रखते हैं,2
'@kuchAlfaaz_0786 बेशक.. अल्लाह हाफिज़,1
'@AnujAmbedkar_M #बहुजन_समाज_पार्टी_जिन्दाबाद .... #नमो_बुद्धाय,0
'@Mr_chahal024 जिहादी 🐷 कब सही होंगे,2
'जेहादी और चमचे दूर है जो भी हिंदू देशभक्त भाई-बहन फॉलो करेगा तुरंत फॉलो बैक मिलेगा,2
'@AjazkhanActor पंचर लगायेगा जिहादी?,2
'जिन लोगों ने सलाम किया है उन सब के लिए 👇💕💕💕💕💕💕💕💕💕 वा अलैकुम अस्सलाम व रहमतुल्लाह व बरकातहू,1
'रमजान रहमतों का महीना है इसमाह मे मुस्लिमकैदियों ऒर आतंकवादियों को पैरोल पर ही छोड़ दें तब समझें कि सपा सेकुलर है।इफ्तार केझुनझुने से नबहलाओ,2
'@rssurjewala जिहादी,2
'आप सभी को इस्लामी नया साल मुबारक हो,1
'@terabaapaya45 @AzadSenaChief @AzadSenaChief जिन्दाबाद,0
'#HusainForJustice  लब्बैक या हुसैन अलैहिस्सलाम,1
'@Junaid8412 @BJP4India @JPNadda @BJP4Karnataka एही है जिहादी संस्कार। हम कुछ कहें हट यहाँ से रेडला।,2
'@ShaziaNaaz95 माशा अल्लाह🌹 सुब्हान अल्लाह🌹,1
'@iSinghApurva @profit9006 हिन्दू सेफ ही है..और हिन्दू ओ को रोड पे निकलना होगा. जेहादी सद्भभावना दया के लायक नहीं है. सबक सीखना होगा.,2
'इस्लामिक नया साल1442 हिजरी मुबारक! हमारा नया साल मुहर्रम से शुरू होता है।,1
"'चीन पर चूप्पी  नेपाल पर चूप्पी....... अब तो समझ गए कि 56"" सरकार है गप्पी.... #बक्तों_बजाओ_ताली_थाली_और_मनाओ_दिवाली",0
'इस्लामिक नया साल माहे #मुहर्रम #1442_हिज़री तमाम आलम ए इस्लाम को मुबारक ।  🇸🇦 🕌 🇹🇷,1
'@abhisar_sharma मर गया जेहादी शायर,2
'@TheDeepak2020In जेहादी की आत्मा को भगवान शांति दें🙏🏼🙏🏼,2
'@fatima_khan_72 जुम्मा मुबारक हो आपको 💐,1
'@DesignerNehaKh1 ये मूसा अलैहिस्सलाम  के इबादत का तरीका है,1
'@vinodkapri तुम्हे पता नहीं आजकल हिन्दुओं ने पागल जेहादी कुत्तों को बोटी डालना बंद कर दिया है। ओह तुम तो हिन्दू हो है नहीं।,2
'जिहादियों के अक्सर अब्बू बदल जाया करते है अब इजरायल को अब्बू बोलेंगे ये जिहादी सऊदी अरब की बजाय,2
'सब लोग आज इफ्तार में मेरी अम्मी❤ के लिए दुआ🤲 करना की . . उन्हे एक स्मार्ट 🥰सा दामाद मिल जाए और मुझे जीजा जी  🤣🤣 @AyeshaK59882861,1
'@DiceGameMaster @bhaiyyajispeaks राजीव शुक्ला और शरद पवार ने 1983 का क्रिकेट वर्ल्डकप जितवाया था...चमचे,0
"#AllahDoesNotNeedQurbani अधिक जानकारी के लिए Satlok Ashram Youtube चैनल पर visit करें"" हिन्दू हो या मुसलमान मांस खाने वाला शैतान कबीर परमात्मा ने कहा है कि हिन्दू झटके से जीव हिंसा करते हैं।मुसलमान धीरे-धीरे जीव मारते हैं।उसे हलाल किया कहते हैं। यह पाप है।दोनों का बुरा हाल होगा।",0
'@pmpatel6 जेहादी ग्रुप पत्रकार तो चुप ही रहेंगे,2
'@shahid_siddiqui You जिहादी,2
'भारतीय क्रिकेट कंट्रोल बोर्ड के पूर्व अध्यक्ष एन. श्रीनिवासन ने खुलासा किया है,0
'@SonuSood @AjazkhanActor ईस जेहादी @AjazkhanActor से दूर ही रहो बेहतर है । यह जेहादी किसी के मित्र या प्रशंसक नहीं होते ।,2
""" जल्दी ही हम एक बड़ा ग्रुप बना कर भारत मे दलित   मुसलमान   आदिवासियों पर हो रहे अत्याचारों के खिलाफ हैशटेग चला कर इंसाफ के लिए आवाज़ उठायेगे "". सपोर्ट करे बस हमे 🙏🏻",1
'@ela_mishra माशा अल्लाह 😍,1
'@Mohsin97143341 @Abhay_journo @Uppolice कुछ नहीं हुआ बस बच्चे दिवाली के patake सुखा रहे थे और आग लगा दी किसी ने  So jao,0
'@NehaYadav_94 छात्र नेता नेहा यादव जिन्दाबाद। जय समाजवाद।,0
'@RiaRevealed सुशांत सिंह राजपूत के वकील ने ऐसा कोई बयान नहीं दिया यह फेक है समझी। झूठ मत फैलाओ कांग्रेस के बच्चे राहुल की बच्ची।,0
'@rahatindori एक जेहादी मानसिकता वाला कम हुआ है।पैड गिरा जगह हुई।,2
'।।गुलामी जिंदाबाद।।  #CWCMeet  #CongressLeadership,0
'@Raja_Samrthak @Uppolice राजा भैया जिंदाबाद,0
'भीम आर्मी जिंदाबाद #10k_Anil_Dhenwal #10k_Anil_Dhenwal #10k_Anil_Dhenwal,0
'फायर ब्रांड नेता भाई दिग्विजय सिंह चौटाला जिंदाबाद @DVJChautala  @JJPjanjanparty,0
'@BhanuBajpai9 ये तुकबंदी वाला जेहादी था । इसे शायर कहना शायरों का अपमान होगा। रक और है मुनव्वर राना।,2
'#आप_सभी_देश_एवं_पाकुड़_विधानसभा_वासियों_को #इस्लामिक_नव_वर्ष_1442_हिजरी_की_दिली #मुबारकबाद!!,1
'#SanjayDutt मित्रों भारत के मशहूर जेहादी शायर मुनव्वर राणा नहीं रहे! भगवान इस जेहादी की आत्मा को शांति दे!💐💐,2
"'धरती बोझ हल्का हो गया एक और जिहादी अलविदा हो गया। जन मानस को ""राहत"" दे गया।",2
'@JjpKunal @Dchautala दुष्यंत चौटाला जिंदाबाद,0
'@RaghusharmaINC विकास पुरूष आदरणीय रघु शर्मा जी जिंदाबाद,0
"""@Syedzabir007 @SalmanNizami_ तुम्हारा 'अल-ताकिया' अब सभी सनातनी समझ चुके है। भारत में अब यह नहीं चलेगा। सब जिहादी पेले जाएंगे।",2
'@MamrajSwami5 @KRISHANHooda14 @DeependerSHooda @MLAKuldeepVats जय हो  हुड्डा साहब जिंदाबाद,0
'@kajal_jaihind मुस्लिम जिहादी इस देश को और हिन्दुओ को दीमक की तरह खत्म करते जा रहे है,2
'चेन बनाकर शक्कर का बचाव करती चींटिया 🤔🤪 #बेंगलुरू_जिहादी_हमला  #बेंगलुरू,2
'ठाएं ठाएं से अपराध नहीं शांत किए जाए योगी जी  व्यवस्था टाईट रखनी पड़ती है। क्या यार ये भी नाक कटवा रहे उप्र पुलिस की🙏 @myogiadityanath  @bhartiberni @sambitswaraj @BJP4India ,0
'आसान नही होता था बचपने में क्रिकेट का अम्पायर बनना  बात बात पर कसम खिलाते थे हरामखोर  😂😂😂😂😂😂😂  #अनाप_सनाब 😝,0
"'आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो! 🌹  #islamicnewyear1442  💕 @ProfNoorul",1
'भीम आर्मी जिंदाबाद बड़े भाई अनिल धेनवाल जिंदाबाद #10k_Anil_Dhenwal #10k_Anil_Dhenwal #10k_Anil_Dhenwal,0
'https://t.co/Q77Wdzjskk #बहनजी_जिंदाबाद  #जयभीम_जय_अण्णाभाऊ_जय_बसपा,0
'@Surjeett_Thakur @TheIndianBunny @nriraj @bagga_daku Abe bsdk tera baap dada milke jitna g@@nd chat ke khangress ka nahi kamate utna mein kama leta hun. State govt mein deputy manager hun bhen ke loveday. Ja apni behen ko chuslim se chudw@ ,2
'@Habiib011 माशाअल्लाह ऐसे बहादुर बेटी को सलाम,1
@Shadabkhan272 पहले लगा दो कौड़ी का पंचर छाप  जिहादी चूतिया  है ऐसी बात बोलने वाला. फिर देखा बरखा दत्त फॉलो करती है. अब गद्दार भी है.,2
'@aneesrajasp ए मेरे मौला सब की हिफाजत फरमा आमीन,1
'@RkTyagi_SFC नाम तैमूर रखो या बग़दादी जिस दिन बना जेहादी उसी दिन देंगें जिंदगी से आजादी #जय_श्रीराम,2
'@ManojTiwariMP @ThePrintIndia #जेहादी और #नक्सलीयो के सपोर्टर और सोच वाले की बिहारीयो के विरुद्ध हलकट सोच प्रकट कर रहे हैं,2
'दीवाली।                        दीवाली प्रो😊,0
'@Madni7gamil11 माशा अल्लाह  सल्लल्लाहु अलैह वसल्लम,1
'Aur BABRI uska playboy tha jisko Babar ne kharida tha   jiske naam pr Babari Masjid banai usne 👈,2
'@ShabnamZiddi @Nagrik18 शुक्रान 👍🌹,1
'@Apoorvanand__ @AIIndia चल माधर चोद जेहादी के बच्चे,2
'@AnilChopraINC @SachinPilot वो अपने नही  राजस्थान के लिए जीता है वो सिर्फ मेरा नही  हम सभी का नेता है । सचिन पायलट जिंदाबाद,0
'@Lekhrajgurjarr @dgurjarofficial धीरज जी भाई साहब जिन्दाबाद,0
'@AcharyaPramodk वहां रशिया में ना तो किसी चच्चा या बाबा ने आरक्षण से 40% वाले डॉक्टर बनाए और ना ही जिहादी नक्सली पाले जाते हैं,2
'मेरी दुआ है कि अल्लाह आपको हमेशा सलामत रखे आमीन।।। @dr_kafeel_ #KafeelKhanRealHero,1
'@JM_Scindia भारतीय जनता पार्टी जिंदाबाद महाराजा ज्योतिरादित्य सिंधिया जी जिंदाबाद,0
'@SalmanNizami_ चुस्लाम के पकौडे 2 दिन तो रुक जाता mc आ गया मौत की राजनीति करने जिहादी तेरी तो नस्ल हैं ही मौत की राजनीति करती आई हैं,2
'#मुहर्रम 🌙 1442 हिजरी  इस्लामिक नया साल मुबारक हो,1
'@Mo_Nadeem14 @raju_khan90 आतंक के आका सेकुलर नहीं  होते हैं । जेहादी सोच छोड सेकुलर  सोच अपनाओ।,2
"'आलम-ए-इस्लाम को इस्लामिक नया साल ""1442 हिज़री"" मुबारक हो! 💞 #islamicnewyear1442",1
'बेंगलुरु की घटना ने साबित कर दिया कि कितना रकरंजित वो इतिहास रहा होगा   शायद  कथित सेक्युलर टीपू सुल्तान भी जेहादी सोच का ही रहा होगा   🤔🤔,2
'@MD___hashim @AMISHDEVGAN अबे कटलंडवे वो दंगे तेरे जिहादी कटलनों ने ही किये थे। अपनी सुवरों की प्रजाति के लिए भी कुछ बोल सुवरुद्दीन !🐷,2
'@vinodkapri ये वही हरा आम ज्यादा था न जिसने ex PM के घुटने के ऑपरेशन पर तंज किया था जेहादी,2
'@BajpaiDeepak @DevenderYadav_ इन्कलाब जिन्दाबाद!!,0
'@RahulSinhaZee कोंग्रेस का कट्टर जिहादी सेक्युलर,2
'चमगादड @चीन के इशारे पर जेहादी आतंकवादी @पाकिस्तान गीदड ने  #अरबदेश@अमीर को धमकी दी है की कश्मीर मुद्दे पर वो भारतदेश का साथ ना दे,2
'@1995nit Abe m@d@rchod gyandu Maharashtra mein sabse zyada seat kise mila?? Chewtiya chusalman apne chudambar popat Mahamad ki tarah tu bhi chewtiya hai🤣🤣 ,2
'@ZainabAjaz2 बेशक सुभान अल्लाह 💯 💯 💯,1
'@SanjayAzadSln तुम जैसे जिहादी को तो सीरिया में छोड़ देना चाहिए।,2
'आप सभी को इस्लामिक नए साल 1442 हिजरी की तहें दिल से मुबारकबाद 💐💐😊😊,1
'@RealRanawat जिहादी,2
'@RajeevRai राजीव भइया जिंदाबाद जिंदाबाद,0
'सुशांत सिंह राजपूत बिहार के लाल थे। उन्हें बहुत ही जल्द न्याय मिलने की उम्मीद है। जय श्री राम।,0
'हाँ   काँग्रेस जेहादी की मददगार है । #CongressSupportsRiots,2
'@tarsemkpahi फिर रमजान के दिनों में इस्लामिक देशो की यात्रा के क्या मायने  गुड़ खाये और गुलगुले से परहेज़,1
'2014 से जीडीपी रुपए इकॉनमी गिरने से पीएम की साख गिरती थी। अभी तो माशा अल्लाह सब चंगा सी।  #GDP2020  #ModiGovernment #BJPKaHallaBol,0
'बहुत ही दुःखद खबर पूर्व राष्ट्रपति प्रणव मुखर्जी जी का निधन बहुत ही दुर्भाग्यपूर्ण है खुदा उनकी रुह को मगफिरत फरमाए।  #आमीन,1
'@aasif_435 माशाअल्लाह बोहत अच्छी दुआ है अल्लाह क़ुबूल करे ।।। आमीन,1
'अदभुत है करतुत. रेल टिकिटचेकर से शुरु हुवा सफर क्रिकेट से होकर IAF की पॅरारेजिमेंट जॉइनींग . God By MSD💐💐💕🙏,0
'इंकलाब जिंदाबाद  #I_Stand_with_Manish_Kumar  @ManishKumarINC,0
'@_himanshu09 गलत कहा सर  शायर नहीं जेहादी कहिये,2
'@OmMathur_bjp जय हो ,0
'@sambitswaraj मंदिर को क्षती भी जिहादी ही कर रहे थे ना!,2
'तमाम मुसलमानों को इस्लामी नया साल मुबारक हो।  Happy Islamic new year  #islamicnewyear1442,1
'@OpIndia_in इस जिहादी को आतंकवादी घोषित करके इसके अंतिम अंजाम तक पहुंचा देना चाहिए।,2
'@sabnam24 आमीन जो भी हॉस्पिटल में एडमिट है उन सभी लोगों को अल्लाह सिफा दे दें,1
'@iamsaleemahmad माशा अल्लाह,1
'Assalam o Alaikum Friends 🌹 #GoodMorningEveryone  जुम्मा मुबारक 🌹🌹🌹,1
'जो कुत्ते होली दिवाली पर भोंकते हैं चाहे वह बॉलीवुड हो या क्रिकेटर हो उनका बहिष्कार करना चाहिए # हिंदू जय श्री राम,0
'अभी दो कोड़ी का शोएब जमाई राष्ट्रीय पार्टी के प्रवक्ता से बदतमीजी कर रहा था भगाओ ऐसे जेहादी कंही का  #AarPaar,2
'@Asli_Shivani बहन किसी जिहादी के साथ मत भागना बस 🙏🙏🙏🙏 वैसे फैमिली के साथ और उन के   आशीर्वाद के बिना कैसी शादी,2
@AtifAlam9214092 @Raja19984 @Manya2706 @MD___hashim @AmitShah तुमने तो सच्चाई बता दी इस जिहादी की,2
'@SonuSood. सर आपकौ अल्लाह ताला कामयाबी दै आप  हमैसा खुस रहौ,1
'तमाम आलमे इस्लाम को इस्लामी नया साल मुबारक़ हो।...🌙🌙 #HappyNewYear,1
'@PTI_News दीवाली के बाद रुक जाएगा कोरोना??,0
'हर मुस्लिम आतंकवादी नहीं होता है  लेकिन हर आतंकवादी मुस्लिम होता है   #बैन_देशद्रोही_PFI,2
'@SalmanNizami_ जेहादी जाहिल मेकर यूनिवर्सिटी को बंद किया जाये,2
'@OpIndia_in जिहादी जात हलाला की औलाद rraannddii की पैदाइश,2
'@N_33_0 हज़रत ए यहया अलैहिस्सलाम.....!,1
'@ZeeNewsEnglish सूजा दो इन जिहादी जाहिलों की,2
'@Umashan18624674 नशामुक्त भारत बनाने का संकल्प  भारतीय शक्ति चेतना पार्टी जिन्दाबाद  संध्या दीदी जिन्दाबाद,0
'चीन की रूठी है घरवाली (पाकिस्तान) क्योंकि इज़राइल गाज़ा में मना रहा है दिवाली 😆🤣  @ #IStandWithIsreal🇮🇳🇮🇱,0
'@SushantBSinha 6000 भी जेहादी ही होंगे,2
"'@DrKumarVishwas ये ""गद्दार ए वतन"" जेहादी शायर है  कोरोना गलत नहीं सही आदमी से भिडा है  मुनव्वर राना को भी लपेटे मे लेगा ..कोरोना",2
'@KapilMishra_IND कपिल भाई आप तो बेंगलोर गए नही अब ये जेहादी और सेक्युलर भांड किस पर आरोप लगाएंगे हिंसा की शुरुआत का,2
'@Deepika_yadav_ देश द्रोहियों ने दिवाली की घोषणा,0
'@WasiuddinSiddi1 इंसानियत जिन्दाबाद,0
'@KreatelyMedia @aniljidaga ये जिहादी है,2
'@azizkavish माशा अल्लाह बहुत बहुत दिली मुबारकबाद अल्लाह सलामत रखे ऎसे ही सच्चाई को लिखती रहिये🌹,1
'आरक्षित अनपढ़ --चल बंगलोर में जिहादी हिंसा की निंदा कर दे --हम मान लेंगे की तू सत्य का चेला है।,2
'@rautsanjay61 सुना है बिहार में दिवाली मनाई जा रही है और महाराष्ट्र के मातोश्री में मातम,0
"'सुशांत सिंह राजपूत का मामला ""हनीट्रैप"" का भी हो सकता है  इस ऐंगल से भी जाँच में सफलता मिल सकती है",0
'@_tired_engineer इलाही,1
'@srinivasiyc राहुल गांधी जिंदाबाद कांग्रेस पार्टी जिंदाबाद,0
'ये ले मेरे तरफ से संभालके रख दिवाली मे उडा देना😂💥,0
'@virendra011956 @narendramodi177 @sambitswaraj @RTforINDIA @aajtak मैंने भी देखा.... बिल्कुल जिहादी भाषा बोल रहा था,2
'@ReshmaHindusta1 @WasiuddinSiddi1 अल्लाह आपको दुनिया और आखिरत तमाम नेमतों से मालामाल फरमाए आमीन सुम्मा आमीन,1
'@aajtak इसकी चिंता कौन करता है। जो खुद कट्टर जेहादी मानसिकता का है वो हमको ज्ञान बांट रहा है।,2
'@Prem__ji जुम्मन ने जुम्मा का चुम्मा ले लिया!,0
'जिहादी शायर  चूतिया हिंदू प्रशंसक।,2
'माशाअल्लाह   सलामती   ख़ुशनुदगी की दुआओं के तलब गार हैं   अख़्तर,1
'@upcopnahida माशाअल्लाह बहुत खूबसूरत है,1
'दुआ़ओं से नवाज़ा  बहुत बहुत शुक्रिया आपका जज़ाकल्लाह 👈 @YunusRazaAnsari @Allah_Ki_Talwar,1
'देश की स्वतंत्रता के समय से ही कांग्रेस पार्टी जिहादी देशद्रोही गद्दारों के साथ खड़ी हुई है। #CongressSupportsRiots,2
'@Sadham_HN @abhisar_sharma जिहादी मिडिया,2
'अचला नागर जी के लिखे इस फेसबुक पोस्ट से मुझे भ्रम हो गया कि अमीन सायानी नहीं रहे। अचला जी वरिष्ठ लेखिका हैं,1
'@sardanarohit Pisslam k bndo ka karnama h ye pkka ,2
'Congratulations.  जयभीम  बसपा जिंदाबाद ।,0
